ZIP,CBSA,USPS_ZIP_PREF_CITY,USPS_ZIP_PREF_STATE,CityState,,,,
39216,27140,JACKSON,MS,"JACKSON, MS",,,,
39217,27140,JACKSON,MS,"JACKSON, MS",,,,
39218,27140,RICHLAND,MS,"RICHLAND, MS",,,,
39225,27140,JACKSON,MS,"JACKSON, MS",,,,
39232,27140,FLOWOOD,MS,"FLOWOOD, MS",,,,
39236,27140,JACKSON,MS,"JACKSON, MS",,,,
39269,27140,JACKSON,MS,"JACKSON, MS",,,,
39272,27140,BYRAM,MS,"BYRAM, MS",,,,
39282,27140,JACKSON,MS,"JACKSON, MS",,,,
39283,27140,JACKSON,MS,"JACKSON, MS",,,,
39284,27140,JACKSON,MS,"JACKSON, MS",,,,
39286,27140,JACKSON,MS,"JACKSON, MS",,,,
39288,27140,PEARL,MS,"PEARL, MS",,,,
39289,27140,JACKSON,MS,"JACKSON, MS",,,,
39296,27140,JACKSON,MS,"JACKSON, MS",,,,
39298,27140,JACKSON,MS,"JACKSON, MS",,,,
39301,32940,MERIDIAN,MS,"MERIDIAN, MS",,,,
39302,32940,MERIDIAN,MS,"MERIDIAN, MS",,,,
39303,32940,MERIDIAN,MS,"MERIDIAN, MS",,,,
39304,32940,MERIDIAN,MS,"MERIDIAN, MS",,,,
39305,32940,MERIDIAN,MS,"MERIDIAN, MS",,,,
39307,32940,MERIDIAN,MS,"MERIDIAN, MS",,,,
39309,32940,MERIDIAN,MS,"MERIDIAN, MS",,,,
39320,32940,BAILEY,MS,"BAILEY, MS",,,,
39320,99999,BAILEY,MS,"BAILEY, MS",,,,
39322,99999,BUCKATUNNA,MS,"BUCKATUNNA, MS",,,,
39323,99999,CHUNKY,MS,"CHUNKY, MS",,,,
39323,32940,CHUNKY,MS,"CHUNKY, MS",,,,
39324,99999,CLARA,MS,"CLARA, MS",,,,
39325,99999,COLLINSVILLE,MS,"COLLINSVILLE, MS",,,,
39325,32940,COLLINSVILLE,MS,"COLLINSVILLE, MS",,,,
39326,99999,DALEVILLE,MS,"DALEVILLE, MS",,,,
39326,32940,DALEVILLE,MS,"DALEVILLE, MS",,,,
39327,99999,DECATUR,MS,"DECATUR, MS",,,,
39328,99999,DE KALB,MS,"DE KALB, MS",,,,
39330,29860,ENTERPRISE,MS,"ENTERPRISE, MS",,,,
39330,32940,ENTERPRISE,MS,"ENTERPRISE, MS",,,,
39330,99999,ENTERPRISE,MS,"ENTERPRISE, MS",,,,
39332,99999,HICKORY,MS,"HICKORY, MS",,,,
39332,29860,HICKORY,MS,"HICKORY, MS",,,,
39335,99999,LAUDERDALE,MS,"LAUDERDALE, MS",,,,
39335,32940,LAUDERDALE,MS,"LAUDERDALE, MS",,,,
39336,29860,LAWRENCE,MS,"LAWRENCE, MS",,,,
39336,99999,LAWRENCE,MS,"LAWRENCE, MS",,,,
39337,99999,LITTLE ROCK,MS,"LITTLE ROCK, MS",,,,
39338,99999,LOUIN,MS,"LOUIN, MS",,,,
39338,29860,LOUIN,MS,"LOUIN, MS",,,,
39339,99999,LOUISVILLE,MS,"LOUISVILLE, MS",,,,
39341,18060,MACON,MS,"MACON, MS",,,,
39341,99999,MACON,MS,"MACON, MS",,,,
39342,32940,MARION,MS,"MARION, MS",,,,
39345,99999,NEWTON,MS,"NEWTON, MS",,,,
39345,29860,NEWTON,MS,"NEWTON, MS",,,,
39346,99999,NOXAPATER,MS,"NOXAPATER, MS",,,,
39347,29860,PACHUTA,MS,"PACHUTA, MS",,,,
39347,32940,PACHUTA,MS,"PACHUTA, MS",,,,
39348,29860,PAULDING,MS,"PAULDING, MS",,,,
39350,99999,PHILADELPHIA,MS,"PHILADELPHIA, MS",,,,
39352,99999,PORTERVILLE,MS,"PORTERVILLE, MS",,,,
39354,99999,PRESTON,MS,"PRESTON, MS",,,,
39354,18060,PRESTON,MS,"PRESTON, MS",,,,
39355,32940,QUITMAN,MS,"QUITMAN, MS",,,,
39356,29860,ROSE HILL,MS,"ROSE HILL, MS",,,,
39358,99999,SCOOBA,MS,"SCOOBA, MS",,,,
39359,27140,SEBASTOPOL,MS,"SEBASTOPOL, MS",,,,
39360,99999,SHUBUTA,MS,"SHUBUTA, MS",,,,
39360,32940,SHUBUTA,MS,"SHUBUTA, MS",,,,
39361,99999,SHUQUALAK,MS,"SHUQUALAK, MS",,,,
39361,18060,SHUQUALAK,MS,"SHUQUALAK, MS",,,,
39362,99999,STATE LINE,MS,"STATE LINE, MS",,,,
39363,32940,STONEWALL,MS,"STONEWALL, MS",,,,
39364,32940,TOOMSUBA,MS,"TOOMSUBA, MS",,,,
39365,27140,UNION,MS,"UNION, MS",,,,
39365,99999,UNION,MS,"UNION, MS",,,,
39366,29860,VOSSBURG,MS,"VOSSBURG, MS",,,,
39366,32940,VOSSBURG,MS,"VOSSBURG, MS",,,,
39367,32940,WAYNESBORO,MS,"WAYNESBORO, MS",,,,
39367,99999,WAYNESBORO,MS,"WAYNESBORO, MS",,,,
39401,25620,HATTIESBURG,MS,"HATTIESBURG, MS",,,,
39401,29860,HATTIESBURG,MS,"HATTIESBURG, MS",,,,
39401,99999,HATTIESBURG,MS,"HATTIESBURG, MS",,,,
39402,99999,HATTIESBURG,MS,"HATTIESBURG, MS",,,,
39402,25620,HATTIESBURG,MS,"HATTIESBURG, MS",,,,
39403,25620,HATTIESBURG,MS,"HATTIESBURG, MS",,,,
39404,25620,HATTIESBURG,MS,"HATTIESBURG, MS",,,,
39406,25620,HATTIESBURG,MS,"HATTIESBURG, MS",,,,
39407,25620,HATTIESBURG,MS,"HATTIESBURG, MS",,,,
39421,99999,BASSFIELD,MS,"BASSFIELD, MS",,,,
39422,99999,BAY SPRINGS,MS,"BAY SPRINGS, MS",,,,
39422,29860,BAY SPRINGS,MS,"BAY SPRINGS, MS",,,,
39423,25620,BEAUMONT,MS,"BEAUMONT, MS",,,,
39423,99999,BEAUMONT,MS,"BEAUMONT, MS",,,,
39425,25620,BROOKLYN,MS,"BROOKLYN, MS",,,,
39426,38100,CARRIERE,MS,"CARRIERE, MS",,,,
39426,25060,CARRIERE,MS,"CARRIERE, MS",,,,
39427,99999,CARSON,MS,"CARSON, MS",,,,
39428,99999,COLLINS,MS,"COLLINS, MS",,,,
39429,25620,COLUMBIA,MS,"COLUMBIA, MS",,,,
39429,99999,COLUMBIA,MS,"COLUMBIA, MS",,,,
39436,29860,EASTABUCHIE,MS,"EASTABUCHIE, MS",,,,
39437,25620,ELLISVILLE,MS,"ELLISVILLE, MS",,,,
39437,99999,ELLISVILLE,MS,"ELLISVILLE, MS",,,,
39437,29860,ELLISVILLE,MS,"ELLISVILLE, MS",,,,
39439,32940,HEIDELBERG,MS,"HEIDELBERG, MS",,,,
39439,29860,HEIDELBERG,MS,"HEIDELBERG, MS",,,,
39439,99999,HEIDELBERG,MS,"HEIDELBERG, MS",,,,
39440,29860,LAUREL,MS,"LAUREL, MS",,,,
39443,99999,LAUREL,MS,"LAUREL, MS",,,,
39443,29860,LAUREL,MS,"LAUREL, MS",,,,
39451,99999,LEAKESVILLE,MS,"LEAKESVILLE, MS",,,,
39452,25060,LUCEDALE,MS,"LUCEDALE, MS",,,,
39452,99999,LUCEDALE,MS,"LUCEDALE, MS",,,,
39455,99999,LUMBERTON,MS,"LUMBERTON, MS",,,,
39455,25060,LUMBERTON,MS,"LUMBERTON, MS",,,,
39455,38100,LUMBERTON,MS,"LUMBERTON, MS",,,,
39455,25620,LUMBERTON,MS,"LUMBERTON, MS",,,,
39456,25620,MC LAIN,MS,"MC LAIN, MS",,,,
39456,99999,MC LAIN,MS,"MC LAIN, MS",,,,
39457,38100,MC NEILL,MS,"MC NEILL, MS",,,,
39459,29860,MOSELLE,MS,"MOSELLE, MS",,,,
39459,25620,MOSELLE,MS,"MOSELLE, MS",,,,
39460,29860,MOSS,MS,"MOSS, MS",,,,
39461,99999,NEELY,MS,"NEELY, MS",,,,
39462,25620,NEW AUGUSTA,MS,"NEW AUGUSTA, MS",,,,
39463,38100,NICHOLSON,MS,"NICHOLSON, MS",,,,
39464,25620,OVETT,MS,"OVETT, MS",,,,
39464,29860,OVETT,MS,"OVETT, MS",,,,
39465,29860,PETAL,MS,"PETAL, MS",,,,
39465,25620,PETAL,MS,"PETAL, MS",,,,
39466,38100,PICAYUNE,MS,"PICAYUNE, MS",,,,
39466,25060,PICAYUNE,MS,"PICAYUNE, MS",,,,
39470,25060,POPLARVILLE,MS,"POPLARVILLE, MS",,,,
39470,38100,POPLARVILLE,MS,"POPLARVILLE, MS",,,,
39474,99999,PRENTISS,MS,"PRENTISS, MS",,,,
39475,25620,PURVIS,MS,"PURVIS, MS",,,,
39476,99999,RICHTON,MS,"RICHTON, MS",,,,
39476,25620,RICHTON,MS,"RICHTON, MS",,,,
39476,29860,RICHTON,MS,"RICHTON, MS",,,,
39477,29860,SANDERSVILLE,MS,"SANDERSVILLE, MS",,,,
39478,32620,SANDY HOOK,MS,"SANDY HOOK, MS",,,,
39478,99999,SANDY HOOK,MS,"SANDY HOOK, MS",,,,
39479,29860,SEMINARY,MS,"SEMINARY, MS",,,,
39479,99999,SEMINARY,MS,"SEMINARY, MS",,,,
39480,29860,SOSO,MS,"SOSO, MS",,,,
39481,29860,STRINGER,MS,"STRINGER, MS",,,,
39482,25620,SUMRALL,MS,"SUMRALL, MS",,,,
39482,99999,SUMRALL,MS,"SUMRALL, MS",,,,
39483,99999,FOXWORTH,MS,"FOXWORTH, MS",,,,
39483,32620,FOXWORTH,MS,"FOXWORTH, MS",,,,
39501,25060,GULFPORT,MS,"GULFPORT, MS",,,,
39502,25060,GULFPORT,MS,"GULFPORT, MS",,,,
39503,25060,GULFPORT,MS,"GULFPORT, MS",,,,
39505,25060,GULFPORT,MS,"GULFPORT, MS",,,,
39506,25060,GULFPORT,MS,"GULFPORT, MS",,,,
39507,25060,GULFPORT,MS,"GULFPORT, MS",,,,
39520,25060,BAY SAINT LOUIS,MS,"BAY SAINT LOUIS, MS",,,,
39522,25060,STENNIS SPACE CENTER,MS,"STENNIS SPACE CENTER, MS",,,,
39525,25060,DIAMONDHEAD,MS,"DIAMONDHEAD, MS",,,,
39529,25060,STENNIS SPACE CENTER,MS,"STENNIS SPACE CENTER, MS",,,,
39530,25060,BILOXI,MS,"BILOXI, MS",,,,
39531,25060,BILOXI,MS,"BILOXI, MS",,,,
39532,25060,BILOXI,MS,"BILOXI, MS",,,,
39533,25060,BILOXI,MS,"BILOXI, MS",,,,
39534,25060,BILOXI,MS,"BILOXI, MS",,,,
39535,25060,BILOXI,MS,"BILOXI, MS",,,,
39540,25060,DIBERVILLE,MS,"DIBERVILLE, MS",,,,
39552,25060,ESCATAWPA,MS,"ESCATAWPA, MS",,,,
39553,25060,GAUTIER,MS,"GAUTIER, MS",,,,
39555,25060,HURLEY,MS,"HURLEY, MS",,,,
39556,25060,KILN,MS,"KILN, MS",,,,
39558,25060,LAKESHORE,MS,"LAKESHORE, MS",,,,
39560,25060,LONG BEACH,MS,"LONG BEACH, MS",,,,
39561,25060,MC HENRY,MS,"MC HENRY, MS",,,,
39562,25060,MOSS POINT,MS,"MOSS POINT, MS",,,,
39563,25060,MOSS POINT,MS,"MOSS POINT, MS",,,,
39564,25060,OCEAN SPRINGS,MS,"OCEAN SPRINGS, MS",,,,
39565,25060,VANCLEAVE,MS,"VANCLEAVE, MS",,,,
39566,25060,OCEAN SPRINGS,MS,"OCEAN SPRINGS, MS",,,,
39567,25060,PASCAGOULA,MS,"PASCAGOULA, MS",,,,
39569,25060,PASCAGOULA,MS,"PASCAGOULA, MS",,,,
39571,25060,PASS CHRISTIAN,MS,"PASS CHRISTIAN, MS",,,,
39572,25060,PEARLINGTON,MS,"PEARLINGTON, MS",,,,
39573,38100,PERKINSTON,MS,"PERKINSTON, MS",,,,
39573,99999,PERKINSTON,MS,"PERKINSTON, MS",,,,
39573,25060,PERKINSTON,MS,"PERKINSTON, MS",,,,
39574,25060,SAUCIER,MS,"SAUCIER, MS",,,,
39576,25060,WAVELAND,MS,"WAVELAND, MS",,,,
39577,25620,WIGGINS,MS,"WIGGINS, MS",,,,
39577,25060,WIGGINS,MS,"WIGGINS, MS",,,,
39581,25060,PASCAGOULA,MS,"PASCAGOULA, MS",,,,
39595,25060,PASCAGOULA,MS,"PASCAGOULA, MS",,,,
39601,15020,BROOKHAVEN,MS,"BROOKHAVEN, MS",,,,
39601,99999,BROOKHAVEN,MS,"BROOKHAVEN, MS",,,,
39602,15020,BROOKHAVEN,MS,"BROOKHAVEN, MS",,,,
39603,15020,BROOKHAVEN,MS,"BROOKHAVEN, MS",,,,
39629,32620,BOGUE CHITTO,MS,"BOGUE CHITTO, MS",,,,
39629,15020,BOGUE CHITTO,MS,"BOGUE CHITTO, MS",,,,
39630,99999,BUDE,MS,"BUDE, MS",,,,
39631,99999,CENTREVILLE,MS,"CENTREVILLE, MS",,,,
39632,32620,CHATAWA,MS,"CHATAWA, MS",,,,
39633,99999,CROSBY,MS,"CROSBY, MS",,,,
39635,32620,FERNWOOD,MS,"FERNWOOD, MS",,,,
39638,99999,GLOSTER,MS,"GLOSTER, MS",,,,
39641,15020,JAYESS,MS,"JAYESS, MS",,,,
39641,32620,JAYESS,MS,"JAYESS, MS",,,,
39641,99999,JAYESS,MS,"JAYESS, MS",,,,
39643,32620,KOKOMO,MS,"KOKOMO, MS",,,,
39643,99999,KOKOMO,MS,"KOKOMO, MS",,,,
39645,99999,LIBERTY,MS,"LIBERTY, MS",,,,
39647,99999,MC CALL CREEK,MS,"MC CALL CREEK, MS",,,,
39647,15020,MC CALL CREEK,MS,"MC CALL CREEK, MS",,,,
39648,32620,MCCOMB,MS,"MCCOMB, MS",,,,
39649,32620,MCCOMB,MS,"MCCOMB, MS",,,,
39652,32620,MAGNOLIA,MS,"MAGNOLIA, MS",,,,
39652,99999,MAGNOLIA,MS,"MAGNOLIA, MS",,,,
39653,35020,MEADVILLE,MS,"MEADVILLE, MS",,,,
39653,99999,MEADVILLE,MS,"MEADVILLE, MS",,,,
39654,27140,MONTICELLO,MS,"MONTICELLO, MS",,,,
39654,15020,MONTICELLO,MS,"MONTICELLO, MS",,,,
39654,99999,MONTICELLO,MS,"MONTICELLO, MS",,,,
39656,99999,OAK VALE,MS,"OAK VALE, MS",,,,
39657,99999,OSYKA,MS,"OSYKA, MS",,,,
39657,32620,OSYKA,MS,"OSYKA, MS",,,,
39661,99999,ROXIE,MS,"ROXIE, MS",,,,
39661,35020,ROXIE,MS,"ROXIE, MS",,,,
39662,15020,RUTH,MS,"RUTH, MS",,,,
39662,32620,RUTH,MS,"RUTH, MS",,,,
39662,99999,RUTH,MS,"RUTH, MS",,,,
39663,99999,SILVER CREEK,MS,"SILVER CREEK, MS",,,,
39664,99999,SMITHDALE,MS,"SMITHDALE, MS",,,,
39664,15020,SMITHDALE,MS,"SMITHDALE, MS",,,,
39665,99999,SONTAG,MS,"SONTAG, MS",,,,
39665,15020,SONTAG,MS,"SONTAG, MS",,,,
39666,32620,SUMMIT,MS,"SUMMIT, MS",,,,
39666,99999,SUMMIT,MS,"SUMMIT, MS",,,,
39666,15020,SUMMIT,MS,"SUMMIT, MS",,,,
39667,32620,TYLERTOWN,MS,"TYLERTOWN, MS",,,,
39667,99999,TYLERTOWN,MS,"TYLERTOWN, MS",,,,
39668,15020,UNION CHURCH,MS,"UNION CHURCH, MS",,,,
39668,35020,UNION CHURCH,MS,"UNION CHURCH, MS",,,,
39668,99999,UNION CHURCH,MS,"UNION CHURCH, MS",,,,
39668,27140,UNION CHURCH,MS,"UNION CHURCH, MS",,,,
39669,99999,WOODVILLE,MS,"WOODVILLE, MS",,,,
39701,18060,COLUMBUS,MS,"COLUMBUS, MS",,,,
39702,18060,COLUMBUS,MS,"COLUMBUS, MS",,,,
39703,18060,COLUMBUS,MS,"COLUMBUS, MS",,,,
39704,18060,COLUMBUS,MS,"COLUMBUS, MS",,,,
39705,18060,COLUMBUS,MS,"COLUMBUS, MS",,,,
39710,18060,COLUMBUS,MS,"COLUMBUS, MS",,,,
39730,99999,ABERDEEN,MS,"ABERDEEN, MS",,,,
39735,44260,ACKERMAN,MS,"ACKERMAN, MS",,,,
39735,99999,ACKERMAN,MS,"ACKERMAN, MS",,,,
39736,18060,ARTESIA,MS,"ARTESIA, MS",,,,
39737,44260,BELLEFONTAINE,MS,"BELLEFONTAINE, MS",,,,
39739,18060,BROOKSVILLE,MS,"BROOKSVILLE, MS",,,,
39739,44260,BROOKSVILLE,MS,"BROOKSVILLE, MS",,,,
39740,18060,CALEDONIA,MS,"CALEDONIA, MS",,,,
39740,99999,CALEDONIA,MS,"CALEDONIA, MS",,,,
39741,99999,CEDARBLUFF,MS,"CEDARBLUFF, MS",,,,
39743,44260,CRAWFORD,MS,"CRAWFORD, MS",,,,
39743,18060,CRAWFORD,MS,"CRAWFORD, MS",,,,
39744,99999,EUPORA,MS,"EUPORA, MS",,,,
39744,24980,EUPORA,MS,"EUPORA, MS",,,,
39744,44260,EUPORA,MS,"EUPORA, MS",,,,
39745,24980,FRENCH CAMP,MS,"FRENCH CAMP, MS",,,,
39745,99999,FRENCH CAMP,MS,"FRENCH CAMP, MS",,,,
39746,99999,HAMILTON,MS,"HAMILTON, MS",,,,
39747,99999,KILMICHAEL,MS,"KILMICHAEL, MS",,,,
39747,24980,KILMICHAEL,MS,"KILMICHAEL, MS",,,,
39750,99999,MABEN,MS,"MABEN, MS",,,,
39750,44260,MABEN,MS,"MABEN, MS",,,,
39751,44260,MANTEE,MS,"MANTEE, MS",,,,
39751,99999,MANTEE,MS,"MANTEE, MS",,,,
39752,99999,MATHISTON,MS,"MATHISTON, MS",,,,
39752,44260,MATHISTON,MS,"MATHISTON, MS",,,,
39753,18060,MAYHEW,MS,"MAYHEW, MS",,,,
39755,99999,PHEBA,MS,"PHEBA, MS",,,,
39755,44260,PHEBA,MS,"PHEBA, MS",,,,
39756,99999,PRAIRIE,MS,"PRAIRIE, MS",,,,
39759,44260,STARKVILLE,MS,"STARKVILLE, MS",,,,
39759,99999,STARKVILLE,MS,"STARKVILLE, MS",,,,
39759,18060,STARKVILLE,MS,"STARKVILLE, MS",,,,
39760,44260,STARKVILLE,MS,"STARKVILLE, MS",,,,
39762,44260,MISSISSIPPI STATE,MS,"MISSISSIPPI STATE, MS",,,,
39766,18060,STEENS,MS,"STEENS, MS",,,,
39767,99999,STEWART,MS,"STEWART, MS",,,,
39767,44260,STEWART,MS,"STEWART, MS",,,,
39767,24980,STEWART,MS,"STEWART, MS",,,,
39769,99999,STURGIS,MS,"STURGIS, MS",,,,
39769,44260,STURGIS,MS,"STURGIS, MS",,,,
39771,44260,WALTHALL,MS,"WALTHALL, MS",,,,
39772,99999,WEIR,MS,"WEIR, MS",,,,
39773,99999,WEST POINT,MS,"WEST POINT, MS",,,,
39776,99999,WOODLAND,MS,"WOODLAND, MS",,,,
39813,99999,ARLINGTON,GA,"ARLINGTON, GA",,,,
39815,12460,ATTAPULGUS,GA,"ATTAPULGUS, GA",,,,
39817,12460,BAINBRIDGE,GA,"BAINBRIDGE, GA",,,,
39818,12460,BAINBRIDGE,GA,"BAINBRIDGE, GA",,,,
39819,12460,BAINBRIDGE,GA,"BAINBRIDGE, GA",,,,
39823,99999,BLAKELY,GA,"BLAKELY, GA",,,,
39824,99999,BLUFFTON,GA,"BLUFFTON, GA",,,,
39825,12460,BRINSON,GA,"BRINSON, GA",,,,
39825,99999,BRINSON,GA,"BRINSON, GA",,,,
39826,10500,BRONWOOD,GA,"BRONWOOD, GA",,,,
39827,45620,CAIRO,GA,"CAIRO, GA",,,,
39828,45620,CAIRO,GA,"CAIRO, GA",,,,
39829,45620,CALVARY,GA,"CALVARY, GA",,,,
39832,99999,CEDAR SPRINGS,GA,"CEDAR SPRINGS, GA",,,,
39834,45620,CLIMAX,GA,"CLIMAX, GA",,,,
39834,12460,CLIMAX,GA,"CLIMAX, GA",,,,
39836,99999,COLEMAN,GA,"COLEMAN, GA",,,,
39837,12460,COLQUITT,GA,"COLQUITT, GA",,,,
39837,99999,COLQUITT,GA,"COLQUITT, GA",,,,
39840,99999,CUTHBERT,GA,"CUTHBERT, GA",,,,
39841,99999,DAMASCUS,GA,"DAMASCUS, GA",,,,
39842,99999,DAWSON,GA,"DAWSON, GA",,,,
39842,10500,DAWSON,GA,"DAWSON, GA",,,,
39845,99999,DONALSONVILLE,GA,"DONALSONVILLE, GA",,,,
39846,99999,EDISON,GA,"EDISON, GA",,,,
39851,99999,FORT GAINES,GA,"FORT GAINES, GA",,,,
39852,12460,FOWLSTOWN,GA,"FOWLSTOWN, GA",,,,
39854,21640,GEORGETOWN,GA,"GEORGETOWN, GA",,,,
39854,99999,GEORGETOWN,GA,"GEORGETOWN, GA",,,,
39859,99999,IRON CITY,GA,"IRON CITY, GA",,,,
39861,99999,JAKIN,GA,"JAKIN, GA",,,,
39862,10500,LEARY,GA,"LEARY, GA",,,,
39862,99999,LEARY,GA,"LEARY, GA",,,,
39866,99999,MORGAN,GA,"MORGAN, GA",,,,
39867,17980,MORRIS,GA,"MORRIS, GA",,,,
39867,21640,MORRIS,GA,"MORRIS, GA",,,,
39867,99999,MORRIS,GA,"MORRIS, GA",,,,
39870,99999,NEWTON,GA,"NEWTON, GA",,,,
39877,99999,PARROTT,GA,"PARROTT, GA",,,,
39877,10500,PARROTT,GA,"PARROTT, GA",,,,
39885,10500,SASSER,GA,"SASSER, GA",,,,
39886,99999,SHELLMAN,GA,"SHELLMAN, GA",,,,
39886,10500,SHELLMAN,GA,"SHELLMAN, GA",,,,
39897,45620,WHIGHAM,GA,"WHIGHAM, GA",,,,
39897,12460,WHIGHAM,GA,"WHIGHAM, GA",,,,
39901,12060,ATLANTA,GA,"ATLANTA, GA",,,,
40003,23180,BAGDAD,KY,"BAGDAD, KY",,,,
40003,31140,BAGDAD,KY,"BAGDAD, KY",,,,
40004,31140,BARDSTOWN,KY,"BARDSTOWN, KY",,,,
40006,31140,BEDFORD,KY,"BEDFORD, KY",,,,
40006,99999,BEDFORD,KY,"BEDFORD, KY",,,,
40007,31140,BETHLEHEM,KY,"BETHLEHEM, KY",,,,
40008,99999,BLOOMFIELD,KY,"BLOOMFIELD, KY",,,,
40008,31140,BLOOMFIELD,KY,"BLOOMFIELD, KY",,,,
40009,15820,BRADFORDSVILLE,KY,"BRADFORDSVILLE, KY",,,,
40009,99999,BRADFORDSVILLE,KY,"BRADFORDSVILLE, KY",,,,
40010,31140,BUCKNER,KY,"BUCKNER, KY",,,,
40011,99999,CAMPBELLSBURG,KY,"CAMPBELLSBURG, KY",,,,
40011,31140,CAMPBELLSBURG,KY,"CAMPBELLSBURG, KY",,,,
40012,31140,CHAPLIN,KY,"CHAPLIN, KY",,,,
40012,23180,CHAPLIN,KY,"CHAPLIN, KY",,,,
40013,31140,COXS CREEK,KY,"COXS CREEK, KY",,,,
40014,31140,CRESTWOOD,KY,"CRESTWOOD, KY",,,,
40018,31140,EASTWOOD,KY,"EASTWOOD, KY",,,,
40019,31140,EMINENCE,KY,"EMINENCE, KY",,,,
40020,31140,FAIRFIELD,KY,"FAIRFIELD, KY",,,,
40022,31140,FINCHVILLE,KY,"FINCHVILLE, KY",,,,
40023,31140,FISHERVILLE,KY,"FISHERVILLE, KY",,,,
40025,31140,GLENVIEW,KY,"GLENVIEW, KY",,,,
40026,31140,GOSHEN,KY,"GOSHEN, KY",,,,
40027,31140,HARRODS CREEK,KY,"HARRODS CREEK, KY",,,,
40031,31140,LA GRANGE,KY,"LA GRANGE, KY",,,,
40032,31140,LA GRANGE,KY,"LA GRANGE, KY",,,,
40033,99999,LEBANON,KY,"LEBANON, KY",,,,
40033,15820,LEBANON,KY,"LEBANON, KY",,,,
40036,31140,LOCKPORT,KY,"LOCKPORT, KY",,,,
40037,99999,LORETTO,KY,"LORETTO, KY",,,,
40037,31140,LORETTO,KY,"LORETTO, KY",,,,
40040,99999,MACKVILLE,KY,"MACKVILLE, KY",,,,
40041,31140,MASONIC HOME,KY,"MASONIC HOME, KY",,,,
40045,99999,MILTON,KY,"MILTON, KY",,,,
40046,31140,MOUNT EDEN,KY,"MOUNT EDEN, KY",,,,
40046,23180,MOUNT EDEN,KY,"MOUNT EDEN, KY",,,,
40047,31140,MOUNT WASHINGTON,KY,"MOUNT WASHINGTON, KY",,,,
40048,31140,NAZARETH,KY,"NAZARETH, KY",,,,
40049,99999,NERINX,KY,"NERINX, KY",,,,
40050,31140,NEW CASTLE,KY,"NEW CASTLE, KY",,,,
40051,31140,NEW HAVEN,KY,"NEW HAVEN, KY",,,,
40051,21060,NEW HAVEN,KY,"NEW HAVEN, KY",,,,
40052,31140,NEW HOPE,KY,"NEW HOPE, KY",,,,
40052,21060,NEW HOPE,KY,"NEW HOPE, KY",,,,
40052,99999,NEW HOPE,KY,"NEW HOPE, KY",,,,
40055,31140,PENDLETON,KY,"PENDLETON, KY",,,,
40055,99999,PENDLETON,KY,"PENDLETON, KY",,,,
40056,31140,PEWEE VALLEY,KY,"PEWEE VALLEY, KY",,,,
40057,31140,PLEASUREVILLE,KY,"PLEASUREVILLE, KY",,,,
40058,31140,PORT ROYAL,KY,"PORT ROYAL, KY",,,,
40059,31140,PROSPECT,KY,"PROSPECT, KY",,,,
40060,21060,RAYWICK,KY,"RAYWICK, KY",,,,
40060,99999,RAYWICK,KY,"RAYWICK, KY",,,,
40061,99999,SAINT CATHARINE,KY,"SAINT CATHARINE, KY",,,,
40062,99999,SAINT FRANCIS,KY,"SAINT FRANCIS, KY",,,,
40063,99999,SAINT MARY,KY,"SAINT MARY, KY",,,,
40065,31140,SHELBYVILLE,KY,"SHELBYVILLE, KY",,,,
40066,31140,SHELBYVILLE,KY,"SHELBYVILLE, KY",,,,
40067,31140,SIMPSONVILLE,KY,"SIMPSONVILLE, KY",,,,
40068,31140,SMITHFIELD,KY,"SMITHFIELD, KY",,,,
40069,99999,SPRINGFIELD,KY,"SPRINGFIELD, KY",,,,
40069,31140,SPRINGFIELD,KY,"SPRINGFIELD, KY",,,,
40070,31140,SULPHUR,KY,"SULPHUR, KY",,,,
40070,99999,SULPHUR,KY,"SULPHUR, KY",,,,
40071,31140,TAYLORSVILLE,KY,"TAYLORSVILLE, KY",,,,
40075,31140,TURNERS STATION,KY,"TURNERS STATION, KY",,,,
40075,99999,TURNERS STATION,KY,"TURNERS STATION, KY",,,,
40076,23180,WADDY,KY,"WADDY, KY",,,,
40076,31140,WADDY,KY,"WADDY, KY",,,,
40077,31140,WESTPORT,KY,"WESTPORT, KY",,,,
40078,99999,WILLISBURG,KY,"WILLISBURG, KY",,,,
40078,23180,WILLISBURG,KY,"WILLISBURG, KY",,,,
40104,31140,BATTLETOWN,KY,"BATTLETOWN, KY",,,,
40107,31140,BOSTON,KY,"BOSTON, KY",,,,
40108,31140,BRANDENBURG,KY,"BRANDENBURG, KY",,,,
40109,31140,BROOKS,KY,"BROOKS, KY",,,,
40110,31140,CLERMONT,KY,"CLERMONT, KY",,,,
40111,99999,CLOVERPORT,KY,"CLOVERPORT, KY",,,,
40115,99999,CUSTER,KY,"CUSTER, KY",,,,
40115,21060,CUSTER,KY,"CUSTER, KY",,,,
40117,31140,EKRON,KY,"EKRON, KY",,,,
40118,31140,FAIRDALE,KY,"FAIRDALE, KY",,,,
40119,99999,FALLS OF ROUGH,KY,"FALLS OF ROUGH, KY",,,,
40121,31140,FORT KNOX,KY,"FORT KNOX, KY",,,,
40121,21060,FORT KNOX,KY,"FORT KNOX, KY",,,,
40122,21060,FORT KNOX,KY,"FORT KNOX, KY",,,,
40129,31140,HILLVIEW,KY,"HILLVIEW, KY",,,,
40140,99999,GARFIELD,KY,"GARFIELD, KY",,,,
40140,21060,GARFIELD,KY,"GARFIELD, KY",,,,
