ZIP,CBSA,USPS_ZIP_PREF_CITY,USPS_ZIP_PREF_STATE,CityState,,,,
12434,10580,GRAND GORGE,NY,"GRAND GORGE, NY",,,,
12435,33910,GREENFIELD PARK,NY,"GREENFIELD PARK, NY",,,,
12435,28740,GREENFIELD PARK,NY,"GREENFIELD PARK, NY",,,,
12436,99999,HAINES FALLS,NY,"HAINES FALLS, NY",,,,
12438,99999,HALCOTTSVILLE,NY,"HALCOTTSVILLE, NY",,,,
12439,99999,HENSONVILLE,NY,"HENSONVILLE, NY",,,,
12440,28740,HIGH FALLS,NY,"HIGH FALLS, NY",,,,
12441,28740,HIGHMOUNT,NY,"HIGHMOUNT, NY",,,,
12442,99999,HUNTER,NY,"HUNTER, NY",,,,
12443,28740,HURLEY,NY,"HURLEY, NY",,,,
12444,99999,JEWETT,NY,"JEWETT, NY",,,,
12446,28740,KERHONKSON,NY,"KERHONKSON, NY",,,,
12448,28740,LAKE HILL,NY,"LAKE HILL, NY",,,,
12449,28740,LAKE KATRINE,NY,"LAKE KATRINE, NY",,,,
12450,99999,LANESVILLE,NY,"LANESVILLE, NY",,,,
12451,99999,LEEDS,NY,"LEEDS, NY",,,,
12452,99999,LEXINGTON,NY,"LEXINGTON, NY",,,,
12453,28740,MALDEN ON HUDSON,NY,"MALDEN ON HUDSON, NY",,,,
12454,99999,MAPLECREST,NY,"MAPLECREST, NY",,,,
12455,28740,MARGARETVILLE,NY,"MARGARETVILLE, NY",,,,
12455,99999,MARGARETVILLE,NY,"MARGARETVILLE, NY",,,,
12456,28740,MOUNT MARION,NY,"MOUNT MARION, NY",,,,
12457,28740,MOUNT TREMPER,NY,"MOUNT TREMPER, NY",,,,
12458,33910,NAPANOCH,NY,"NAPANOCH, NY",,,,
12458,28740,NAPANOCH,NY,"NAPANOCH, NY",,,,
12459,99999,NEW KINGSTON,NY,"NEW KINGSTON, NY",,,,
12460,10580,OAK HILL,NY,"OAK HILL, NY",,,,
12460,99999,OAK HILL,NY,"OAK HILL, NY",,,,
12461,28740,OLIVEBRIDGE,NY,"OLIVEBRIDGE, NY",,,,
12463,28740,PALENVILLE,NY,"PALENVILLE, NY",,,,
12463,99999,PALENVILLE,NY,"PALENVILLE, NY",,,,
12464,28740,PHOENICIA,NY,"PHOENICIA, NY",,,,
12465,99999,PINE HILL,NY,"PINE HILL, NY",,,,
12465,28740,PINE HILL,NY,"PINE HILL, NY",,,,
12466,28740,PORT EWEN,NY,"PORT EWEN, NY",,,,
12468,99999,PRATTSVILLE,NY,"PRATTSVILLE, NY",,,,
12469,99999,PRESTON HOLLOW,NY,"PRESTON HOLLOW, NY",,,,
12469,10580,PRESTON HOLLOW,NY,"PRESTON HOLLOW, NY",,,,
12470,99999,PURLING,NY,"PURLING, NY",,,,
12471,28740,RIFTON,NY,"RIFTON, NY",,,,
12472,28740,ROSENDALE,NY,"ROSENDALE, NY",,,,
12473,99999,ROUND TOP,NY,"ROUND TOP, NY",,,,
12474,99999,ROXBURY,NY,"ROXBURY, NY",,,,
12475,28740,RUBY,NY,"RUBY, NY",,,,
12477,28740,SAUGERTIES,NY,"SAUGERTIES, NY",,,,
12477,99999,SAUGERTIES,NY,"SAUGERTIES, NY",,,,
12480,99999,SHANDAKEN,NY,"SHANDAKEN, NY",,,,
12480,28740,SHANDAKEN,NY,"SHANDAKEN, NY",,,,
12481,28740,SHOKAN,NY,"SHOKAN, NY",,,,
12482,99999,SOUTH CAIRO,NY,"SOUTH CAIRO, NY",,,,
12483,28740,SPRING GLEN,NY,"SPRING GLEN, NY",,,,
12484,28740,STONE RIDGE,NY,"STONE RIDGE, NY",,,,
12485,99999,TANNERSVILLE,NY,"TANNERSVILLE, NY",,,,
12486,28740,TILLSON,NY,"TILLSON, NY",,,,
12487,28740,ULSTER PARK,NY,"ULSTER PARK, NY",,,,
12489,28740,WAWARSING,NY,"WAWARSING, NY",,,,
12490,28740,WEST CAMP,NY,"WEST CAMP, NY",,,,
12491,28740,WEST HURLEY,NY,"WEST HURLEY, NY",,,,
12492,99999,WEST KILL,NY,"WEST KILL, NY",,,,
12493,28740,WEST PARK,NY,"WEST PARK, NY",,,,
12494,28740,WEST SHOKAN,NY,"WEST SHOKAN, NY",,,,
12495,28740,WILLOW,NY,"WILLOW, NY",,,,
12496,99999,WINDHAM,NY,"WINDHAM, NY",,,,
12498,28740,WOODSTOCK,NY,"WOODSTOCK, NY",,,,
12501,28880,AMENIA,NY,"AMENIA, NY",,,,
12502,26460,ANCRAM,NY,"ANCRAM, NY",,,,
12503,26460,ANCRAMDALE,NY,"ANCRAMDALE, NY",,,,
12504,28880,ANNANDALE ON HUDSON,NY,"ANNANDALE ON HUDSON, NY",,,,
12506,28880,BANGALL,NY,"BANGALL, NY",,,,
12507,28880,BARRYTOWN,NY,"BARRYTOWN, NY",,,,
12508,28880,BEACON,NY,"BEACON, NY",,,,
12510,28880,BILLINGS,NY,"BILLINGS, NY",,,,
12511,28880,CASTLE POINT,NY,"CASTLE POINT, NY",,,,
12512,28880,CHELSEA,NY,"CHELSEA, NY",,,,
12513,26460,CLAVERACK,NY,"CLAVERACK, NY",,,,
12514,28880,CLINTON CORNERS,NY,"CLINTON CORNERS, NY",,,,
12515,28740,CLINTONDALE,NY,"CLINTONDALE, NY",,,,
12516,26460,COPAKE,NY,"COPAKE, NY",,,,
12517,26460,COPAKE FALLS,NY,"COPAKE FALLS, NY",,,,
12518,28880,CORNWALL,NY,"CORNWALL, NY",,,,
12520,28880,CORNWALL ON HUDSON,NY,"CORNWALL ON HUDSON, NY",,,,
12521,26460,CRARYVILLE,NY,"CRARYVILLE, NY",,,,
12522,28880,DOVER PLAINS,NY,"DOVER PLAINS, NY",,,,
12523,26460,ELIZAVILLE,NY,"ELIZAVILLE, NY",,,,
12524,35620,FISHKILL,NY,"FISHKILL, NY",,,,
12524,28880,FISHKILL,NY,"FISHKILL, NY",,,,
12525,28740,GARDINER,NY,"GARDINER, NY",,,,
12526,26460,GERMANTOWN,NY,"GERMANTOWN, NY",,,,
12527,28880,GLENHAM,NY,"GLENHAM, NY",,,,
12528,28740,HIGHLAND,NY,"HIGHLAND, NY",,,,
12529,26460,HILLSDALE,NY,"HILLSDALE, NY",,,,
12530,26460,HOLLOWVILLE,NY,"HOLLOWVILLE, NY",,,,
12531,35620,HOLMES,NY,"HOLMES, NY",,,,
12531,28880,HOLMES,NY,"HOLMES, NY",,,,
12533,28880,HOPEWELL JUNCTION,NY,"HOPEWELL JUNCTION, NY",,,,
12533,35620,HOPEWELL JUNCTION,NY,"HOPEWELL JUNCTION, NY",,,,
12534,26460,HUDSON,NY,"HUDSON, NY",,,,
12537,28880,HUGHSONVILLE,NY,"HUGHSONVILLE, NY",,,,
12538,28880,HYDE PARK,NY,"HYDE PARK, NY",,,,
12540,28880,LAGRANGEVILLE,NY,"LAGRANGEVILLE, NY",,,,
12541,26460,LIVINGSTON,NY,"LIVINGSTON, NY",,,,
12542,28740,MARLBORO,NY,"MARLBORO, NY",,,,
12542,28880,MARLBORO,NY,"MARLBORO, NY",,,,
12543,28880,MAYBROOK,NY,"MAYBROOK, NY",,,,
12544,26460,MELLENVILLE,NY,"MELLENVILLE, NY",,,,
12545,28880,MILLBROOK,NY,"MILLBROOK, NY",,,,
12546,26460,MILLERTON,NY,"MILLERTON, NY",,,,
12546,28880,MILLERTON,NY,"MILLERTON, NY",,,,
12547,28740,MILTON,NY,"MILTON, NY",,,,
12548,28740,MODENA,NY,"MODENA, NY",,,,
12549,28880,MONTGOMERY,NY,"MONTGOMERY, NY",,,,
12550,28880,NEWBURGH,NY,"NEWBURGH, NY",,,,
12551,28880,NEWBURGH,NY,"NEWBURGH, NY",,,,
12552,28880,NEWBURGH,NY,"NEWBURGH, NY",,,,
12553,28880,NEW WINDSOR,NY,"NEW WINDSOR, NY",,,,
12555,28880,NEWBURGH,NY,"NEWBURGH, NY",,,,
12561,28740,NEW PALTZ,NY,"NEW PALTZ, NY",,,,
12563,35620,PATTERSON,NY,"PATTERSON, NY",,,,
12564,35620,PAWLING,NY,"PAWLING, NY",,,,
12564,28880,PAWLING,NY,"PAWLING, NY",,,,
12565,26460,PHILMONT,NY,"PHILMONT, NY",,,,
12566,33910,PINE BUSH,NY,"PINE BUSH, NY",,,,
12566,28880,PINE BUSH,NY,"PINE BUSH, NY",,,,
12566,28740,PINE BUSH,NY,"PINE BUSH, NY",,,,
12567,28880,PINE PLAINS,NY,"PINE PLAINS, NY",,,,
12567,26460,PINE PLAINS,NY,"PINE PLAINS, NY",,,,
12568,28740,PLATTEKILL,NY,"PLATTEKILL, NY",,,,
12569,28880,PLEASANT VALLEY,NY,"PLEASANT VALLEY, NY",,,,
12570,28880,POUGHQUAG,NY,"POUGHQUAG, NY",,,,
12571,28880,RED HOOK,NY,"RED HOOK, NY",,,,
12571,26460,RED HOOK,NY,"RED HOOK, NY",,,,
12572,28880,RHINEBECK,NY,"RHINEBECK, NY",,,,
12574,28880,RHINECLIFF,NY,"RHINECLIFF, NY",,,,
12575,28880,ROCK TAVERN,NY,"ROCK TAVERN, NY",,,,
12577,28880,SALISBURY MILLS,NY,"SALISBURY MILLS, NY",,,,
12578,28880,SALT POINT,NY,"SALT POINT, NY",,,,
12580,28880,STAATSBURG,NY,"STAATSBURG, NY",,,,
12581,28880,STANFORDVILLE,NY,"STANFORDVILLE, NY",,,,
12582,28880,STORMVILLE,NY,"STORMVILLE, NY",,,,
12582,35620,STORMVILLE,NY,"STORMVILLE, NY",,,,
12583,26460,TIVOLI,NY,"TIVOLI, NY",,,,
12583,28880,TIVOLI,NY,"TIVOLI, NY",,,,
12584,28880,VAILS GATE,NY,"VAILS GATE, NY",,,,
12585,28880,VERBANK,NY,"VERBANK, NY",,,,
12586,28880,WALDEN,NY,"WALDEN, NY",,,,
12586,28740,WALDEN,NY,"WALDEN, NY",,,,
12588,28740,WALKER VALLEY,NY,"WALKER VALLEY, NY",,,,
12589,28880,WALLKILL,NY,"WALLKILL, NY",,,,
12589,28740,WALLKILL,NY,"WALLKILL, NY",,,,
12590,28880,WAPPINGERS FALLS,NY,"WAPPINGERS FALLS, NY",,,,
12592,28880,WASSAIC,NY,"WASSAIC, NY",,,,
12594,28880,WINGDALE,NY,"WINGDALE, NY",,,,
12601,28880,POUGHKEEPSIE,NY,"POUGHKEEPSIE, NY",,,,
12602,28880,POUGHKEEPSIE,NY,"POUGHKEEPSIE, NY",,,,
12603,28880,POUGHKEEPSIE,NY,"POUGHKEEPSIE, NY",,,,
12604,28880,POUGHKEEPSIE,NY,"POUGHKEEPSIE, NY",,,,
12701,33910,MONTICELLO,NY,"MONTICELLO, NY",,,,
12719,33910,BARRYVILLE,NY,"BARRYVILLE, NY",,,,
12720,33910,BETHEL,NY,"BETHEL, NY",,,,
12721,28880,BLOOMINGBURG,NY,"BLOOMINGBURG, NY",,,,
12721,33910,BLOOMINGBURG,NY,"BLOOMINGBURG, NY",,,,
12722,33910,BURLINGHAM,NY,"BURLINGHAM, NY",,,,
12723,33910,CALLICOON,NY,"CALLICOON, NY",,,,
12724,33910,CALLICOON CENTER,NY,"CALLICOON CENTER, NY",,,,
12725,28740,CLARYVILLE,NY,"CLARYVILLE, NY",,,,
12725,33910,CLARYVILLE,NY,"CLARYVILLE, NY",,,,
12726,33910,COCHECTON,NY,"COCHECTON, NY",,,,
12729,28880,CUDDEBACKVILLE,NY,"CUDDEBACKVILLE, NY",,,,
12729,33910,CUDDEBACKVILLE,NY,"CUDDEBACKVILLE, NY",,,,
12732,33910,ELDRED,NY,"ELDRED, NY",,,,
12733,33910,FALLSBURG,NY,"FALLSBURG, NY",,,,
12734,33910,FERNDALE,NY,"FERNDALE, NY",,,,
12736,33910,FREMONT CENTER,NY,"FREMONT CENTER, NY",,,,
12737,33910,GLEN SPEY,NY,"GLEN SPEY, NY",,,,
12738,33910,GLEN WILD,NY,"GLEN WILD, NY",,,,
12740,28740,GRAHAMSVILLE,NY,"GRAHAMSVILLE, NY",,,,
12740,33910,GRAHAMSVILLE,NY,"GRAHAMSVILLE, NY",,,,
12741,33910,HANKINS,NY,"HANKINS, NY",,,,
12742,33910,HARRIS,NY,"HARRIS, NY",,,,
12743,33910,HIGHLAND LAKE,NY,"HIGHLAND LAKE, NY",,,,
12745,33910,HORTONVILLE,NY,"HORTONVILLE, NY",,,,
12746,28880,HUGUENOT,NY,"HUGUENOT, NY",,,,
12747,33910,HURLEYVILLE,NY,"HURLEYVILLE, NY",,,,
12748,33910,JEFFERSONVILLE,NY,"JEFFERSONVILLE, NY",,,,
12749,33910,KAUNEONGA LAKE,NY,"KAUNEONGA LAKE, NY",,,,
12750,33910,KENOZA LAKE,NY,"KENOZA LAKE, NY",,,,
12751,33910,KIAMESHA LAKE,NY,"KIAMESHA LAKE, NY",,,,
12752,33910,LAKE HUNTINGTON,NY,"LAKE HUNTINGTON, NY",,,,
12754,33910,LIBERTY,NY,"LIBERTY, NY",,,,
12758,33910,LIVINGSTON MANOR,NY,"LIVINGSTON MANOR, NY",,,,
12758,28740,LIVINGSTON MANOR,NY,"LIVINGSTON MANOR, NY",,,,
12758,99999,LIVINGSTON MANOR,NY,"LIVINGSTON MANOR, NY",,,,
12759,33910,LOCH SHELDRAKE,NY,"LOCH SHELDRAKE, NY",,,,
12760,33910,LONG EDDY,NY,"LONG EDDY, NY",,,,
12760,99999,LONG EDDY,NY,"LONG EDDY, NY",,,,
12762,33910,MONGAUP VALLEY,NY,"MONGAUP VALLEY, NY",,,,
12763,28740,MOUNTAIN DALE,NY,"MOUNTAIN DALE, NY",,,,
12763,33910,MOUNTAIN DALE,NY,"MOUNTAIN DALE, NY",,,,
12764,33910,NARROWSBURG,NY,"NARROWSBURG, NY",,,,
12765,33910,NEVERSINK,NY,"NEVERSINK, NY",,,,
12766,33910,NORTH BRANCH,NY,"NORTH BRANCH, NY",,,,
12767,33910,OBERNBURG,NY,"OBERNBURG, NY",,,,
12768,33910,PARKSVILLE,NY,"PARKSVILLE, NY",,,,
12769,33910,PHILLIPSPORT,NY,"PHILLIPSPORT, NY",,,,
12770,33910,POND EDDY,NY,"POND EDDY, NY",,,,
12771,28880,PORT JERVIS,NY,"PORT JERVIS, NY",,,,
12775,33910,ROCK HILL,NY,"ROCK HILL, NY",,,,
12776,33910,ROSCOE,NY,"ROSCOE, NY",,,,
12776,99999,ROSCOE,NY,"ROSCOE, NY",,,,
12777,33910,FORESTBURGH,NY,"FORESTBURGH, NY",,,,
12778,33910,SMALLWOOD,NY,"SMALLWOOD, NY",,,,
12779,33910,SOUTH FALLSBURG,NY,"SOUTH FALLSBURG, NY",,,,
12780,28880,SPARROW BUSH,NY,"SPARROW BUSH, NY",,,,
12780,33910,SPARROW BUSH,NY,"SPARROW BUSH, NY",,,,
12781,33910,SUMMITVILLE,NY,"SUMMITVILLE, NY",,,,
12783,33910,SWAN LAKE,NY,"SWAN LAKE, NY",,,,
12784,33910,THOMPSONVILLE,NY,"THOMPSONVILLE, NY",,,,
12785,28880,WESTBROOKVILLE,NY,"WESTBROOKVILLE, NY",,,,
12786,33910,WHITE LAKE,NY,"WHITE LAKE, NY",,,,
12787,33910,WHITE SULPHUR SPRINGS,NY,"WHITE SULPHUR SPRINGS, NY",,,,
12788,33910,WOODBOURNE,NY,"WOODBOURNE, NY",,,,
12789,33910,WOODRIDGE,NY,"WOODRIDGE, NY",,,,
12789,28740,WOODRIDGE,NY,"WOODRIDGE, NY",,,,
12790,33910,WURTSBORO,NY,"WURTSBORO, NY",,,,
12791,33910,YOUNGSVILLE,NY,"YOUNGSVILLE, NY",,,,
12792,33910,YULAN,NY,"YULAN, NY",,,,
12801,24020,GLENS FALLS,NY,"GLENS FALLS, NY",,,,
12803,10580,SOUTH GLENS FALLS,NY,"SOUTH GLENS FALLS, NY",,,,
12804,24020,QUEENSBURY,NY,"QUEENSBURY, NY",,,,
12808,24020,ADIRONDACK,NY,"ADIRONDACK, NY",,,,
12809,24020,ARGYLE,NY,"ARGYLE, NY",,,,
12810,24020,ATHOL,NY,"ATHOL, NY",,,,
12811,24020,BAKERS MILLS,NY,"BAKERS MILLS, NY",,,,
12812,99999,BLUE MOUNTAIN LAKE,NY,"BLUE MOUNTAIN LAKE, NY",,,,
12814,24020,BOLTON LANDING,NY,"BOLTON LANDING, NY",,,,
12815,24020,BRANT LAKE,NY,"BRANT LAKE, NY",,,,
12816,24020,CAMBRIDGE,NY,"CAMBRIDGE, NY",,,,
12817,24020,CHESTERTOWN,NY,"CHESTERTOWN, NY",,,,
12819,24020,CLEMONS,NY,"CLEMONS, NY",,,,
12820,24020,CLEVERDALE,NY,"CLEVERDALE, NY",,,,
12821,24020,COMSTOCK,NY,"COMSTOCK, NY",,,,
12822,10580,CORINTH,NY,"CORINTH, NY",,,,
12823,24020,COSSAYUNA,NY,"COSSAYUNA, NY",,,,
12824,24020,DIAMOND POINT,NY,"DIAMOND POINT, NY",,,,
12827,24020,FORT ANN,NY,"FORT ANN, NY",,,,
12828,24020,FORT EDWARD,NY,"FORT EDWARD, NY",,,,
12828,10580,FORT EDWARD,NY,"FORT EDWARD, NY",,,,
12831,10580,GANSEVOORT,NY,"GANSEVOORT, NY",,,,
12832,24020,GRANVILLE,NY,"GRANVILLE, NY",,,,
12833,10580,GREENFIELD CENTER,NY,"GREENFIELD CENTER, NY",,,,
12834,24020,GREENWICH,NY,"GREENWICH, NY",,,,
12835,10580,HADLEY,NY,"HADLEY, NY",,,,
12836,24020,HAGUE,NY,"HAGUE, NY",,,,
12836,99999,HAGUE,NY,"HAGUE, NY",,,,
12837,24020,HAMPTON,NY,"HAMPTON, NY",,,,
12838,24020,HARTFORD,NY,"HARTFORD, NY",,,,
12839,24020,HUDSON FALLS,NY,"HUDSON FALLS, NY",,,,
12841,24020,HULETTS LANDING,NY,"HULETTS LANDING, NY",,,,
12842,99999,INDIAN LAKE,NY,"INDIAN LAKE, NY",,,,
12843,24020,JOHNSBURG,NY,"JOHNSBURG, NY",,,,
12844,24020,KATTSKILL BAY,NY,"KATTSKILL BAY, NY",,,,
12845,24020,LAKE GEORGE,NY,"LAKE GEORGE, NY",,,,
12846,24020,LAKE LUZERNE,NY,"LAKE LUZERNE, NY",,,,
12847,99999,LONG LAKE,NY,"LONG LAKE, NY",,,,
12848,24020,MIDDLE FALLS,NY,"MIDDLE FALLS, NY",,,,
12849,24020,MIDDLE GRANVILLE,NY,"MIDDLE GRANVILLE, NY",,,,
12850,10580,MIDDLE GROVE,NY,"MIDDLE GROVE, NY",,,,
12851,99999,MINERVA,NY,"MINERVA, NY",,,,
12852,99999,NEWCOMB,NY,"NEWCOMB, NY",,,,
12853,24020,NORTH CREEK,NY,"NORTH CREEK, NY",,,,
12853,99999,NORTH CREEK,NY,"NORTH CREEK, NY",,,,
12854,24020,NORTH GRANVILLE,NY,"NORTH GRANVILLE, NY",,,,
12855,99999,NORTH HUDSON,NY,"NORTH HUDSON, NY",,,,
12856,24020,NORTH RIVER,NY,"NORTH RIVER, NY",,,,
12857,99999,OLMSTEDVILLE,NY,"OLMSTEDVILLE, NY",,,,
12857,24020,OLMSTEDVILLE,NY,"OLMSTEDVILLE, NY",,,,
12858,99999,PARADOX,NY,"PARADOX, NY",,,,
12859,10580,PORTER CORNERS,NY,"PORTER CORNERS, NY",,,,
12860,24020,POTTERSVILLE,NY,"POTTERSVILLE, NY",,,,
12861,99999,PUTNAM STATION,NY,"PUTNAM STATION, NY",,,,
12861,24020,PUTNAM STATION,NY,"PUTNAM STATION, NY",,,,
12862,24020,RIPARIUS,NY,"RIPARIUS, NY",,,,
12863,10580,ROCK CITY FALLS,NY,"ROCK CITY FALLS, NY",,,,
12864,99999,SABAEL,NY,"SABAEL, NY",,,,
12865,24020,SALEM,NY,"SALEM, NY",,,,
12866,10580,SARATOGA SPRINGS,NY,"SARATOGA SPRINGS, NY",,,,
12870,24020,SCHROON LAKE,NY,"SCHROON LAKE, NY",,,,
12870,99999,SCHROON LAKE,NY,"SCHROON LAKE, NY",,,,
12871,10580,SCHUYLERVILLE,NY,"SCHUYLERVILLE, NY",,,,
12872,99999,SEVERANCE,NY,"SEVERANCE, NY",,,,
12873,24020,SHUSHAN,NY,"SHUSHAN, NY",,,,
12874,24020,SILVER BAY,NY,"SILVER BAY, NY",,,,
12878,24020,STONY CREEK,NY,"STONY CREEK, NY",,,,
12879,99999,NEWCOMB,NY,"NEWCOMB, NY",,,,
12883,24020,TICONDEROGA,NY,"TICONDEROGA, NY",,,,
12883,99999,TICONDEROGA,NY,"TICONDEROGA, NY",,,,
12884,10580,VICTORY MILLS,NY,"VICTORY MILLS, NY",,,,
12885,24020,WARRENSBURG,NY,"WARRENSBURG, NY",,,,
12886,24020,WEVERTOWN,NY,"WEVERTOWN, NY",,,,
12887,24020,WHITEHALL,NY,"WHITEHALL, NY",,,,
12901,38460,PLATTSBURGH,NY,"PLATTSBURGH, NY",,,,
12903,38460,PLATTSBURGH,NY,"PLATTSBURGH, NY",,,,
12910,38460,ALTONA,NY,"ALTONA, NY",,,,
12911,38460,KEESEVILLE,NY,"KEESEVILLE, NY",,,,
12911,99999,KEESEVILLE,NY,"KEESEVILLE, NY",,,,
12912,38460,AU SABLE FORKS,NY,"AU SABLE FORKS, NY",,,,
12912,99999,AU SABLE FORKS,NY,"AU SABLE FORKS, NY",,,,
12913,99999,BLOOMINGDALE,NY,"BLOOMINGDALE, NY",,,,
12913,38460,BLOOMINGDALE,NY,"BLOOMINGDALE, NY",,,,
12914,99999,BOMBAY,NY,"BOMBAY, NY",,,,
12914,32390,BOMBAY,NY,"BOMBAY, NY",,,,
12915,99999,BRAINARDSVILLE,NY,"BRAINARDSVILLE, NY",,,,
12916,99999,BRUSHTON,NY,"BRUSHTON, NY",,,,
12917,99999,BURKE,NY,"BURKE, NY",,,,
12918,38460,CADYVILLE,NY,"CADYVILLE, NY",,,,
12919,38460,CHAMPLAIN,NY,"CHAMPLAIN, NY",,,,
12920,38460,CHATEAUGAY,NY,"CHATEAUGAY, NY",,,,
12920,99999,CHATEAUGAY,NY,"CHATEAUGAY, NY",,,,
12921,38460,CHAZY,NY,"CHAZY, NY",,,,
12922,32390,CHILDWOLD,NY,"CHILDWOLD, NY",,,,
12923,38460,CHURUBUSCO,NY,"CHURUBUSCO, NY",,,,
12924,38460,KEESEVILLE,NY,"KEESEVILLE, NY",,,,
12926,99999,CONSTABLE,NY,"CONSTABLE, NY",,,,
12927,32390,CRANBERRY LAKE,NY,"CRANBERRY LAKE, NY",,,,
12928,99999,CROWN POINT,NY,"CROWN POINT, NY",,,,
12929,38460,DANNEMORA,NY,"DANNEMORA, NY",,,,
12930,99999,DICKINSON CENTER,NY,"DICKINSON CENTER, NY",,,,
12930,32390,DICKINSON CENTER,NY,"DICKINSON CENTER, NY",,,,
12932,99999,ELIZABETHTOWN,NY,"ELIZABETHTOWN, NY",,,,
12933,38460,ELLENBURG,NY,"ELLENBURG, NY",,,,
12934,38460,ELLENBURG CENTER,NY,"ELLENBURG CENTER, NY",,,,
12935,38460,ELLENBURG DEPOT,NY,"ELLENBURG DEPOT, NY",,,,
12936,99999,ESSEX,NY,"ESSEX, NY",,,,
12937,99999,FORT COVINGTON,NY,"FORT COVINGTON, NY",,,,
12939,99999,GABRIELS,NY,"GABRIELS, NY",,,,
12941,99999,JAY,NY,"JAY, NY",,,,
12942,99999,KEENE,NY,"KEENE, NY",,,,
12943,99999,KEENE VALLEY,NY,"KEENE VALLEY, NY",,,,
12944,38460,KEESEVILLE,NY,"KEESEVILLE, NY",,,,
12944,99999,KEESEVILLE,NY,"KEESEVILLE, NY",,,,
12945,99999,LAKE CLEAR,NY,"LAKE CLEAR, NY",,,,
12946,99999,LAKE PLACID,NY,"LAKE PLACID, NY",,,,
12949,32390,LAWRENCEVILLE,NY,"LAWRENCEVILLE, NY",,,,
12950,99999,LEWIS,NY,"LEWIS, NY",,,,
12952,38460,LYON MOUNTAIN,NY,"LYON MOUNTAIN, NY",,,,
12953,99999,MALONE,NY,"MALONE, NY",,,,
12955,38460,LYON MOUNTAIN,NY,"LYON MOUNTAIN, NY",,,,
12955,99999,LYON MOUNTAIN,NY,"LYON MOUNTAIN, NY",,,,
12956,99999,MINEVILLE,NY,"MINEVILLE, NY",,,,
12957,99999,MOIRA,NY,"MOIRA, NY",,,,
12958,38460,MOOERS,NY,"MOOERS, NY",,,,
12959,38460,MOOERS FORKS,NY,"MOOERS FORKS, NY",,,,
12960,99999,MORIAH,NY,"MORIAH, NY",,,,
12961,99999,MORIAH CENTER,NY,"MORIAH CENTER, NY",,,,
12962,38460,MORRISONVILLE,NY,"MORRISONVILLE, NY",,,,
12964,99999,NEW RUSSIA,NY,"NEW RUSSIA, NY",,,,
12965,32390,NICHOLVILLE,NY,"NICHOLVILLE, NY",,,,
12966,99999,NORTH BANGOR,NY,"NORTH BANGOR, NY",,,,
12967,99999,NORTH LAWRENCE,NY,"NORTH LAWRENCE, NY",,,,
12967,32390,NORTH LAWRENCE,NY,"NORTH LAWRENCE, NY",,,,
12969,99999,OWLS HEAD,NY,"OWLS HEAD, NY",,,,
12970,99999,PAUL SMITHS,NY,"PAUL SMITHS, NY",,,,
12972,38460,PERU,NY,"PERU, NY",,,,
12972,99999,PERU,NY,"PERU, NY",,,,
12973,32390,PIERCEFIELD,NY,"PIERCEFIELD, NY",,,,
12974,99999,PORT HENRY,NY,"PORT HENRY, NY",,,,
12975,99999,PORT KENT,NY,"PORT KENT, NY",,,,
12976,99999,RAINBOW LAKE,NY,"RAINBOW LAKE, NY",,,,
12977,99999,RAY BROOK,NY,"RAY BROOK, NY",,,,
12978,38460,REDFORD,NY,"REDFORD, NY",,,,
12979,38460,ROUSES POINT,NY,"ROUSES POINT, NY",,,,
12980,32390,SAINT REGIS FALLS,NY,"SAINT REGIS FALLS, NY",,,,
12980,99999,SAINT REGIS FALLS,NY,"SAINT REGIS FALLS, NY",,,,
12981,99999,SARANAC,NY,"SARANAC, NY",,,,
12981,38460,SARANAC,NY,"SARANAC, NY",,,,
12983,99999,SARANAC LAKE,NY,"SARANAC LAKE, NY",,,,
12985,38460,SCHUYLER FALLS,NY,"SCHUYLER FALLS, NY",,,,
12986,32390,TUPPER LAKE,NY,"TUPPER LAKE, NY",,,,
12986,99999,TUPPER LAKE,NY,"TUPPER LAKE, NY",,,,
12987,99999,UPPER JAY,NY,"UPPER JAY, NY",,,,
12989,99999,VERMONTVILLE,NY,"VERMONTVILLE, NY",,,,
12992,38460,WEST CHAZY,NY,"WEST CHAZY, NY",,,,
12993,99999,WESTPORT,NY,"WESTPORT, NY",,,,
12995,99999,WHIPPLEVILLE,NY,"WHIPPLEVILLE, NY",,,,
12996,99999,WILLSBORO,NY,"WILLSBORO, NY",,,,
12997,38460,WILMINGTON,NY,"WILMINGTON, NY",,,,
12997,99999,WILMINGTON,NY,"WILMINGTON, NY",,,,
12998,99999,WITHERBEE,NY,"WITHERBEE, NY",,,,
13020,45060,APULIA STATION,NY,"APULIA STATION, NY",,,,
13021,12180,AUBURN,NY,"AUBURN, NY",,,,
13021,45060,AUBURN,NY,"AUBURN, NY",,,,
13022,12180,AUBURN,NY,"AUBURN, NY",,,,
13024,12180,AUBURN,NY,"AUBURN, NY",,,,
13026,12180,AURORA,NY,"AURORA, NY",,,,
13027,12180,BALDWINSVILLE,NY,"BALDWINSVILLE, NY",,,,
13027,45060,BALDWINSVILLE,NY,"BALDWINSVILLE, NY",,,,
13028,45060,BERNHARDS BAY,NY,"BERNHARDS BAY, NY",,,,
13029,45060,BREWERTON,NY,"BREWERTON, NY",,,,
13030,45060,BRIDGEPORT,NY,"BRIDGEPORT, NY",,,,
13031,45060,CAMILLUS,NY,"CAMILLUS, NY",,,,
